wss_bytes,wss_kib,latency_ns
256,0.25,1.565884489721965
320,0.3125,1.5682548229390576
384,0.375,1.5658742633228773
448,0.4375,1.5693811877528503
512,0.5,1.5688026657473226
576,0.5625,1.567925386797021
640,0.625,3.1716957633102747
704,0.6875,1.5679867451915468
768,0.75,1.5658698805804112
832,0.8125,1.570479064740613
896,0.875,1.5690992313208634
1024,1.0,3.073078214165974
1088,1.0625,1.6313706971936384
1152,1.125,1.6194401417437847
1216,1.1875,3.2198409197576705
1344,1.3125,3.767929892057735
1408,1.375,2.7487070615060354
1536,1.5,1.581803340815987
1600,1.5625,1.624705276359749
1728,1.6875,3.187255229522075
1856,1.8125,1.577931187847171
2048,2.0,1.5658852201790425
2176,2.125,3.2496501426409794
2304,2.25,2.546058545814699
2496,2.4375,1.5695857157346025
2688,2.625,1.568070017298403
2880,2.8125,1.7633394555909498
3072,3.0,1.569081700350999
3264,3.1875,1.5683512432733122
3520,3.4375,1.5682672407093783
3776,3.6875,2.6790572486915485
4096,4.0,2.2982078852419665
4352,4.25,1.5671525632088288
4672,4.5625,1.7397931716917252
4992,4.875,3.3770367437899633
5376,5.25,2.9954802978891806
5760,5.625,3.600107378459259
6208,6.0625,1.5731109015915177
6592,6.4375,1.5687025931276795
7104,6.9375,1.5687077063272232
7616,7.4375,1.6252333968269164
8192,8.0,3.3684122370737186
8768,8.5625,1.5659034816059847
9408,9.1875,3.093609171248509
10048,9.8125,2.421501735384673
10752,10.5,1.5689268434505292
11584,11.3125,1.5687303504966317
12416,12.125,2.990836782246327
13248,12.9375,1.568412601667838
14208,13.875,2.8832528724734248
15232,14.875,1.6297001418569694
16384,16.0,1.6639578483433892
17536,17.125,1.5694454679756866
18816,18.375,1.6301595993588343
20160,19.6875,1.5659027511489072
21568,21.0625,1.5659020206918295
23168,22.625,1.5711123710269672
24832,24.25,3.1950579720259222
26560,25.9375,2.323126697990164
28480,27.8125,1.7006859606665448
30528,29.8125,3.0352902086230955
32768,32.0,3.1274687786275894
35072,34.25,1.5690123069286186
37632,36.75,1.5707785521424646
40320,39.375,3.417084783531204
43200,42.1875,1.584765344266006
46336,45.25,1.5731255107330713
49664,48.5,2.039971585938687
53184,51.9375,4.624851734061191
57024,55.6875,4.75637929638358
61120,59.6875,4.720527002096571
65536,64.0,4.684053819293528
70208,68.5625,4.695707531510938
75264,73.5,4.739339193675309
80640,78.75,4.838056084982175
86464,84.4375,4.7613040380013425
92672,90.5,5.024669606904136
99328,97.0,8.942294259263402
106432,103.9375,4.702277992924728
114048,111.375,4.715069757269174
122240,119.375,4.707620555990927
131072,128.0,4.699411679351886
140416,137.125,4.720415972620762
150528,147.0,4.779120616583194
161344,157.5625,4.728507245670295
172928,168.875,4.72027134211938
185344,181.0,4.712899569291368
198656,194.0,4.702532191987763
212864,207.875,4.836557187058762
228160,222.8125,4.704160380813926
244544,238.8125,4.729353845423334
262144,256.0,4.853365734873407
280896,274.3125,4.7247249389220345
301120,294.0625,4.720448843189258
322688,315.125,4.733196049651965
345856,337.75,4.734256673328766
370688,362.0,4.772356584043817
397312,388.0,11.283608608030882
425792,415.8125,4.755957092192677
456384,445.6875,4.718564263928827
489152,477.6875,4.704519035239071
524288,512.0,4.704535835751857
561856,548.6875,11.562496389834514
602240,588.125,4.708736694405633
645440,630.3125,4.707364896013737
691776,675.5625,10.792144668393076
741440,724.0625,5.294051220298757
794624,776.0,4.8311941711943875
851648,831.6875,4.871037682953876
912832,891.4375,10.24650272730326
978304,955.375,11.450086350149338
1048576,1024.0,4.766578668559316
1123776,1097.4375,4.807862641676003
1204480,1176.25,14.385402550834868
1290944,1260.6875,4.953038794494964
1383552,1351.125,9.664765980176645
1482880,1448.125,14.291343784312408
1589312,1552.0625,17.96033545656874
1703360,1663.4375,17.542866818900578
1825664,1782.875,17.883362811550445
1956672,1910.8125,18.240488390030926
2097152,2048.0,17.8528574630721
2247616,2194.9375,20.777091168974973
2408960,2352.5,18.729830351858052
2581888,2521.375,19.040266574846964
2767168,2702.3125,19.879068698581328
2965760,2896.25,20.296090296517946
3178688,3104.1875,21.251504049048343
3406784,3326.9375,20.53290009836145
3651328,3565.75,22.583664918080032
3913408,3821.6875,21.244537679898446
4194304,4096.0,25.336233906155794
4495296,4389.9375,21.260785967134506
4817984,4705.0625,21.192638704528818
5163776,5042.75,21.484028259217055
5534400,5404.6875,21.586471942534278
5931584,5792.5625,62.78283988097949
