wss_bytes,wss_kib,latency_ns
512,0.5,1.5349785486857095
640,0.625,1.5552441279093423
768,0.75,1.5419324239095051
896,0.875,1.535971959431966
1024,1.0,1.5350580215454102
1152,1.125,1.5356143315633137
1280,1.25,1.5351374944051106
1408,1.375,1.535177230834961
1536,1.5,1.5352964401245117
1664,1.625,1.5351374944051106
1792,1.75,1.7409722010294595
1920,1.875,1.5364487965901692
2048,2.0,1.535177230834961
2176,2.125,1.5360116958618164
2304,2.25,1.540859540303548
2432,2.375,1.5350977579752603
2560,2.5,1.535216967264811
2688,2.625,1.9217729568481445
2816,2.75,1.5411376953125
2944,2.875,1.5381574630737305
3072,3.0,1.535216967264811
3200,3.125,1.5355745951334634
3328,3.25,1.535495122273763
3456,3.375,1.5353759129842122
3584,3.5,1.5378793080647786
3712,3.625,1.5355348587036133
3840,3.75,1.5430847803751626
4096,4.0,1.5350977579752603
4224,4.125,1.5390714009602864
4352,4.25,1.5376011530558267
4480,4.375,1.53962771097819
4608,4.5,1.5438397725423176
4864,4.75,1.557310422261556
4992,4.875,1.7322301864624023
5120,5.0,1.7699400583902993
5376,5.25,1.5421311060587564
5504,5.375,1.5443166097005208
5760,5.625,1.5352964401245117
5888,5.75,1.9162893295288086
6144,6.0,1.5374422073364258
6400,6.25,1.5373627344767251
6528,6.375,1.5368461608886719
6784,6.625,2.229928970336914
7040,6.875,1.535216967264811
7296,7.125,1.5353361765543618
7552,7.375,1.5350182851155598
7808,7.625,1.5352567036946614
8192,8.0,1.7688671747843423
8448,8.25,1.5353361765543618
8704,8.5,1.5673637390136719
9088,8.875,1.5349785486857095
9344,9.125,1.5377600987752278
9728,9.5,1.535177230834961
9984,9.75,1.550475756327311
10368,10.125,1.746694246927897
10752,10.5,1.5350182851155598
11136,10.875,1.5450318654378254
11520,11.25,1.5404224395751953
11904,11.625,1.5387932459513345
12416,12.125,1.5352567036946614
12800,12.5,1.535177230834961
13184,12.875,1.5353361765543618
13696,13.375,1.6212066014607747
14208,13.875,1.746376355489095
14720,14.375,1.5451510747273762
15232,14.875,1.5350580215454102
15744,15.375,1.5352567036946614
16384,16.0,1.5352567036946614
16896,16.5,1.537044843037923
17536,17.125,1.5447139739990234
18176,17.75,1.7487605412801106
18816,18.375,1.588145891825358
19456,19.0,1.535654067993164
20096,19.625,1.5356938044230142
20864,20.375,1.748045285542806
21504,21.0,1.5350977579752603
22272,21.75,2.0080010096232095
23168,22.625,1.5507936477661133
23936,23.375,1.5350182851155598
24832,24.25,1.536726951599121
25600,25.0,1.5454292297363281
