wss_bytes,wss_kib,latency_ns,run
12714752,12416.75,23.30513795216878,2
13627264,13307.875,25.545914967854817,2
14605312,14263.0,41.08750820159912,2
15653632,15286.75,54.00617917378743,2
16777216,16384.0,39.37709331512451,2
17981312,17559.875,103.01910487213985,2
19271936,18820.25,64.37900167372909,2
20655104,20171.0,72.27269347082445,2
22137600,21618.75,77.70923677363399,2
23726464,23170.375,108.06740243018653,2
25429504,24833.5,80.32234263528431,2
27254656,26615.875,105.7252260555652,2
29210752,28526.125,119.01238740219125,2
31307392,30573.625,114.12942562148473,2
33554432,32768.0,114.42585786183675,2
35962624,35119.75,116.85389438397672,2
38543872,37640.5,118.13862395557976,2
41310336,40342.125,123.88662246659042,2
44275328,43237.625,125.11847079559371,2
47453056,46340.875,117.78656924996919,2
50859008,49667.0,125.69802121713948,2
54509312,53231.75,125.08144174216203,2
58421632,57052.375,126.43655692466791,2
62614784,61147.25,118.22211188974156,2
67108864,65536.0,118.87258291244507,2
71925376,70239.625,130.89858577868262,2
77087744,75281.0,131.57161965115145,2
82620672,80684.25,133.4721896234395,2
88550656,86475.25,132.19187595101874,2
94906240,92681.875,132.59364891778102,2
101718016,99334.0,133.71540789784967,2
109018624,106463.5,137.36865730391165,2
116843264,114104.75,135.51429602879517,2
125229568,122294.5,137.4847512050828,2
134217728,131072.0,126.11027558644612,2
143850880,140479.375,126.65235499540964,2
154175616,150562.125,129.36861316363016,2
165241344,161368.5,131.8329075972239,2
177101312,172950.5,129.8856884241104,2
189812480,185363.75,128.7461370229721,2
203436032,198668.0,139.39256966114044,2
218037248,212927.0,139.27783568700153,2
233686528,228209.5,142.265314857165,2
250459136,244589.0,139.04118041197458,2
268435456,262144.0,141.89700782299042,2
